ImageID,ClassName,XMin,YMin,XMax,YMax,Confidence
275781.jpg,tv,0.61686,0.094,0.8696600000000001,0.38389333333333325,1
403107.jpg,tv,0.49964062499999995,0.02152224824355972,0.9992812499999999,0.69192037470726,1
203085.jpg,tv,0.6575,0.10127962085308058,0.8961500000000001,0.4405924170616114,1
520862.jpg,tv,0.101875,0.042703124999999995,0.4464375,0.27640624999999996,1
225913.jpg,tv,0.806453125,0.4923125,0.906375,0.6333541666666667,1
106172.jpg,tv,0.586640625,0.29505882352941176,0.7712656250000001,0.5215294117647059,1
43243.jpg,tv,0.037078125,0.03820833333333333,0.7196562500000001,0.8247291666666665,1
398606.jpg,tv,0.2959583333333333,0.3175,0.5440833333333333,0.46771874999999996,1
453065.jpg,tv,0.6032799999999999,0.07309309309309309,0.93778,0.46099099099099095,1
106392.jpg,tv,0.744625,0.4658333333333333,0.8686093749999999,0.6233125,1
501294.jpg,tv,0.45348437500000005,0.3423333333333333,0.630875,0.5724791666666665,1
444390.jpg,tv,0.389296875,0.23681498829039813,0.440625,0.3156440281030445,1
448928.jpg,tv,0.2305625,0.16628472222222224,0.53190625,0.4089930555555556,1
388534.jpg,tv,0.9305468749999999,0.42030516431924886,0.9992812499999999,0.5396948356807513,1
480015.jpg,tv,0.6646093750000001,0.0008629441624365483,0.998484375,0.3701269035532995,1
561403.jpg,tv,0.30017187500000003,0.19135416666666666,0.64496875,0.47072916666666664,1
234470.jpg,tv,0.051828125,0.46702777777777776,0.18328125,0.6176111111111111,1
264032.jpg,tv,0.6472,0.3996266666666667,0.7736000000000001,0.5074933333333334,1
93140.jpg,tv,0.002984375,0.00636150234741784,0.269234375,0.5187323943661972,1
292741.jpg,tv,0.158421875,0.035958333333333335,0.6471875,0.46741666666666665,1
444199.jpg,tv,0.566296875,0.6539375,0.7516875000000001,0.8763958333333333,1
118544.jpg,tv,0.52753125,0.06479166666666666,0.8426874999999999,0.46254166666666663,1
554625.jpg,tv,0.893755868544601,0.176328125,0.9891079812206574,0.5651093749999999,1
328462.jpg,tv,0.757671875,0.3319483568075117,0.8540625000000001,0.45084507042253524,1
120535.jpg,tv,0.721765625,0.3640555555555556,0.8380625,0.49663888888888885,1
939.jpg,tv,0.72040625,0.04566666666666667,0.9312968749999999,0.2795833333333333,1
103134.jpg,tv,0.780765625,0.00393939393939394,0.9653750000000001,0.20710955710955709,1
479950.jpg,tv,0.4295,0.31734939759036146,0.50822,0.45768072289156625,1
494629.jpg,tv,0.0,0.051000000000000004,0.3489375,0.38673437499999996,1
567254.jpg,tv,0.00252,0.0023843416370106763,0.45465999999999995,0.7259786476868327,1
277390.jpg,tv,0.63915625,0.36203124999999997,0.76415625,0.472875,1
410627.jpg,tv,0.6056206088992975,0.35609375,0.8289227166276347,0.439609375,1
554500.jpg,tv,0.82752,0.34381333333333336,1.0,0.57528,1
55295.jpg,tv,0.1315625,0.1125586854460094,0.8770625000000001,0.9619718309859155,1
523526.jpg,tv,0.0016799999999999999,0.00112,0.34122,0.52816,1
183620.jpg,tv,0.41200000000000003,0.3496666666666667,0.497765625,0.4819583333333333,1
86696.jpg,tv,0.69521875,0.2455,0.786234375,0.3803333333333333,1
241350.jpg,tv,0.640203125,0.4252693208430913,0.7451562500000001,0.582576112412178,1
290750.jpg,tv,0.534921875,0.2550351288056206,0.5979531250000001,0.3270257611241218,1
280498.jpg,tv,0.32009375,0.3601173708920188,0.43976562500000005,0.4971830985915493,1
511430.jpg,tv,0.8764687500000001,0.3643793911007026,0.9960625000000001,0.5365573770491804,1
72018.jpg,tv,0.44829687500000004,0.44508196721311477,0.59221875,0.6765573770491803,1
157944.jpg,tv,0.048765625,0.0125625,0.9972031250000001,0.9811666666666666,1
275668.jpg,tv,0.0720625,0.26662763466042155,0.17470312500000001,0.4751990632318501,1
68814.jpg,tv,0.3933125,0.04435416666666667,0.539765625,0.43856249999999997,1
85160.jpg,tv,0.18484375,0.2994823529411765,0.42034374999999996,0.6561882352941176,1
366406.jpg,tv,0.618125,0.25876744186046513,0.679109375,0.36702325581395345,1
373713.jpg,tv,0.20186,0.16906906906906907,0.65776,0.5752552552552552,1
89359.jpg,tv,0.077,0.15741666666666668,0.4928125,0.5578333333333333,1
22208.jpg,tv,0.0,0.004128113879003558,0.41975999999999997,0.8497864768683274,1
484751.jpg,tv,0.637109375,0.15635416666666666,0.898453125,0.478,1
102625.jpg,tv,0.003078125,0.6173749999999999,0.24948437499999998,0.987,1
192403.jpg,tv,0.7331850117096018,0.520328125,0.8614754098360656,0.574390625,1
58329.jpg,tv,0.4218125,0.3739578454332553,0.5169374999999999,0.4979391100702576,1
315740.jpg,tv,0.407734375,0.40696470588235295,0.45184375,0.48600000000000004,1
15918.jpg,tv,0.6083200000000001,0.5506133333333333,0.7931200000000002,0.7005066666666666,1
93894.jpg,tv,0.696328125,0.7319626168224298,0.8604062499999999,0.8865887850467289,1
319706.jpg,tv,0.304734375,0.0,0.646609375,0.4053541666666666,1
480591.jpg,tv,0.17320312499999999,0.49279166666666663,0.3479375,0.7030833333333334,1
316842.jpg,tv,0.8311093749999999,0.18919999999999998,0.9995468749999998,0.8523999999999999,1
444199.jpg,tv,0.436078125,0.3133958333333334,0.623203125,0.5072083333333334,1
554625.jpg,tv,0.7960798122065728,0.051546875000000006,0.8735211267605634,0.325765625,1
89359.jpg,tv,0.490203125,0.19175,0.9061875,0.5628958333333334,1
484751.jpg,tv,0.47221875,0.1288125,0.643515625,0.37572916666666667,1
113588.jpg,tv,0.0,0.2836875,0.4256,0.6040625000000001,1
183620.jpg,tv,0.4894375,0.17745833333333336,0.56865625,0.2760625,1
494629.jpg,tv,0.7632083333333333,0.09221875,1.0,0.25359375,1
444199.jpg,tv,0.5978125000000001,0.48016666666666663,0.73828125,0.6714374999999999,1
444199.jpg,tv,0.6579375,0.35504166666666664,0.7824687499999999,0.50725,1
183620.jpg,tv,0.504421875,0.3574583333333334,0.59209375,0.4635416666666667,1
85160.jpg,tv,0.785625,0.18705882352941178,0.8611875,0.3110117647058824,1
444199.jpg,tv,0.6346875,0.10591666666666667,0.749203125,0.2486875,1
183620.jpg,tv,0.294140625,0.5572708333333334,0.42348437499999997,0.7205,1
444199.jpg,tv,0.151734375,0.6280833333333333,0.24495312499999997,0.9123541666666667,1
479950.jpg,tv,0.39039999999999997,0.42003012048192767,0.41516,0.4914759036144578,1
484751.jpg,tv,0.28145312499999997,0.12360416666666667,0.47359375000000004,0.3303333333333333,1
86696.jpg,tv,0.0,0.15605555555555556,0.17278125,0.3981944444444444,1
459934.jpg,tv,0.07922,0.06066666666666667,0.31012,0.39549333333333336,1
436392.jpg,tv,0.45384375,0.20224299065420562,0.6912968749999999,0.494392523364486,1
436392.jpg,tv,0.18034375,0.25843457943925235,0.26749999999999996,0.4157242990654206,1
